date,floor_price,opening_price,ceiling_price,volume,closing_price
2017-10-10 15:00:00,8.020,8.020,8.040,80200,8.030
2017-10-11 09:35:00,8.000,8.030,8.040,150300,8.000
2017-10-11 09:40:00,7.990,8.000,8.020,126200,8.000
2017-10-11 09:45:00,7.990,8.000,8.000,128200,8.000
2017-10-11 09:50:00,7.990,8.000,8.010,117100,8.000
2017-10-11 09:55:00,8.000,8.000,8.010,84600,8.010
2017-10-11 10:00:00,8.000,8.010,8.080,222600,8.080
2017-10-11 10:05:00,8.050,8.080,8.090,477400,8.060
2017-10-11 10:10:00,8.040,8.060,8.060,101400,8.060
2017-10-11 10:15:00,8.040,8.050,8.050,105800,8.040
2017-10-11 10:20:00,8.030,8.040,8.040,72500,8.040
2017-10-11 10:25:00,8.030,8.030,8.040,66700,8.030
2017-10-11 10:30:00,8.020,8.030,8.040,75200,8.040
2017-10-11 10:35:00,8.030,8.040,8.050,62400,8.040
2017-10-11 10:40:00,8.030,8.050,8.050,39600,8.040
2017-10-11 10:45:00,8.030,8.040,8.040,67800,8.040
2017-10-11 10:50:00,8.030,8.040,8.050,23000,8.040
2017-10-11 10:55:00,8.040,8.050,8.050,84900,8.040
2017-10-11 11:00:00,8.050,8.050,8.060,42900,8.060
2017-10-11 11:05:00,8.040,8.060,8.060,262200,8.050
2017-10-11 11:10:00,8.030,8.040,8.050,61900,8.030
2017-10-11 11:15:00,8.020,8.020,8.030,70300,8.030
2017-10-11 11:20:00,8.020,8.030,8.030,20500,8.030
2017-10-11 11:25:00,8.030,8.030,8.040,13600,8.030
2017-10-11 11:30:00,8.030,8.030,8.040,54200,8.030
2017-10-11 13:05:00,8.030,8.030,8.050,59600,8.040
2017-10-11 13:10:00,8.040,8.040,8.050,34500,8.040
2017-10-11 13:15:00,8.040,8.040,8.050,51100,8.040
2017-10-11 13:20:00,8.030,8.040,8.050,76600,8.040
2017-10-11 13:25:00,8.030,8.040,8.040,32356,8.040
2017-10-11 13:30:00,8.030,8.030,8.040,17800,8.030
2017-10-11 13:35:00,8.030,8.040,8.040,23500,8.030
2017-10-11 13:40:00,8.030,8.030,8.040,43200,8.040
2017-10-11 13:45:00,8.040,8.040,8.050,101500,8.040
2017-10-11 13:50:00,8.030,8.040,8.050,50000,8.030
2017-10-11 13:55:00,8.030,8.030,8.050,47800,8.050
2017-10-11 14:00:00,8.040,8.050,8.050,27400,8.050
2017-10-11 14:05:00,8.030,8.050,8.050,46500,8.030
2017-10-11 14:10:00,8.030,8.030,8.040,76800,8.030
2017-10-11 14:15:00,8.020,8.030,8.040,79900,8.030
2017-10-11 14:20:00,8.020,8.030,8.030,61800,8.020
2017-10-11 14:25:00,8.020,8.020,8.030,32100,8.030
2017-10-11 14:30:00,8.010,8.030,8.030,56000,8.010
2017-10-11 14:35:00,8.010,8.010,8.020,148200,8.010
2017-10-11 14:40:00,8.010,8.010,8.020,53700,8.020
2017-10-11 14:45:00,8.020,8.020,8.040,134400,8.030
2017-10-11 14:50:00,8.020,8.030,8.040,85100,8.030
2017-10-11 14:55:00,8.010,8.020,8.030,72700,8.020
2017-10-11 15:00:00,8.020,8.030,8.030,83300,8.020
