date,floor_price,opening_price,ceiling_price,volume,closing_price
2017-10-10 15:00:00,7.200,7.210,7.210,94100,7.200
2017-10-11 09:35:00,7.170,7.200,7.210,68600,7.170
2017-10-11 09:40:00,7.170,7.180,7.190,53100,7.190
2017-10-11 09:45:00,7.180,7.190,7.200,39700,7.200
2017-10-11 09:50:00,7.190,7.190,7.210,49600,7.210
2017-10-11 09:55:00,7.190,7.210,7.210,47900,7.210
2017-10-11 10:00:00,7.200,7.200,7.210,56100,7.210
2017-10-11 10:05:00,7.200,7.200,7.230,125400,7.210
2017-10-11 10:10:00,7.190,7.220,7.220,140400,7.200
2017-10-11 10:15:00,7.190,7.190,7.200,107900,7.190
2017-10-11 10:20:00,7.180,7.190,7.190,40100,7.190
2017-10-11 10:25:00,7.180,7.190,7.190,50000,7.180
2017-10-11 10:30:00,7.170,7.180,7.190,33900,7.190
2017-10-11 10:35:00,7.180,7.190,7.190,54700,7.190
2017-10-11 10:40:00,7.180,7.190,7.190,32300,7.180
2017-10-11 10:45:00,7.170,7.180,7.180,12300,7.180
2017-10-11 10:50:00,7.180,7.180,7.180,15600,7.180
2017-10-11 10:55:00,7.180,7.190,7.190,26400,7.180
2017-10-11 11:00:00,7.180,7.180,7.190,37100,7.180
2017-10-11 11:05:00,7.170,7.180,7.180,7700,7.180
2017-10-11 11:10:00,7.170,7.170,7.180,88300,7.170
2017-10-11 11:15:00,7.160,7.170,7.180,74600,7.180
2017-10-11 11:20:00,7.160,7.170,7.170,28100,7.170
2017-10-11 11:25:00,7.170,7.180,7.180,13100,7.180
2017-10-11 11:30:00,7.170,7.170,7.170,4100,7.170
2017-10-11 13:05:00,7.170,7.170,7.180,18100,7.170
2017-10-11 13:10:00,7.170,7.180,7.180,6300,7.170
2017-10-11 13:15:00,7.170,7.180,7.180,23600,7.170
2017-10-11 13:20:00,7.170,7.170,7.180,2400,7.170
2017-10-11 13:25:00,7.180,7.180,7.180,4100,7.180
2017-10-11 13:30:00,7.170,7.180,7.180,66000,7.170
2017-10-11 13:35:00,7.170,7.180,7.180,18600,7.170
2017-10-11 13:40:00,7.160,7.170,7.180,57700,7.160
2017-10-11 13:45:00,7.160,7.170,7.170,22100,7.160
2017-10-11 13:50:00,7.170,7.170,7.180,38700,7.180
2017-10-11 13:55:00,7.170,7.180,7.180,19600,7.170
2017-10-11 14:00:00,7.170,7.170,7.180,44800,7.180
2017-10-11 14:05:00,7.180,7.180,7.190,111600,7.190
2017-10-11 14:10:00,7.180,7.180,7.190,21500,7.180
2017-10-11 14:15:00,7.170,7.190,7.190,3400,7.170
2017-10-11 14:20:00,7.170,7.170,7.180,81400,7.180
2017-10-11 14:25:00,7.160,7.180,7.180,74900,7.170
2017-10-11 14:30:00,7.170,7.180,7.180,41100,7.170
2017-10-11 14:35:00,7.160,7.170,7.170,22200,7.160
2017-10-11 14:40:00,7.160,7.170,7.170,17400,7.160
2017-10-11 14:45:00,7.150,7.160,7.160,92200,7.160
2017-10-11 14:50:00,7.150,7.160,7.160,103500,7.160
2017-10-11 14:55:00,7.160,7.160,7.170,68700,7.160
2017-10-11 15:00:00,7.150,7.180,7.180,86200,7.160
