code,low_threshold,high_threshold
000568,-0.512865033282,0.618164644205
000569,0,0
000570,-0.538625658605,0.559443376904
000571,-0.569610818354,0.596473906865
000572,-0.529574168697,0.611752644004
000573,-0.50923680387,0.610814480109
000576,-0.489841905854,0.692798026622
000578,0,0
000581,-0.528997595106,0.558033989308
000582,-0.506319567022,0.659771376517
000583,0,0
000584,-0.51107468301,0.613385377154
000585,-0.538125451438,0.587701151238
000586,-0.487941698031,0.618635469895
000587,-0.510304300067,0.633874491096
000588,0,0
000589,-0.546434886898,0.557235017942
000590,-0.50273671492,0.641992517605
000591,-0.54045766119,0.641747668447
000592,-0.550511351445,0.622645962114
000593,-0.559849407137,0.605548010623
000594,-0.729218634216,0.446139375013
000595,-0.503582356236,0.638017333177
000596,-0.516356723893,0.646556477546
000597,-0.510756849754,0.618705924641
000598,-0.553256709549,0.606507040803
000599,-0.529399826655,0.634816802993
000600,-0.481130601667,0.660328270742
000601,-0.53148468743,0.606426717378
000602,0,0
000603,-0.55241085577,0.645616739882
000605,-0.524295799379,0.586465676417
000606,-0.5473976338,0.616594944915
000607,-0.574371753759,0.688034778839
000608,-0.555750923821,0.544067944753
000609,-0.544653620137,0.623157515722
000610,-0.49910678156,0.644524155896
000611,-0.561727928319,0.616569191186
000612,-0.55798589741,0.669448923942
000613,-0.548533194299,0.600931690906
000615,-0.545087795514,0.642801344108
000616,-0.544944104317,0.593118757612
000617,-0.532381461049,0.619577473282
000618,0,0
000619,-0.535300461199,0.63926258579
000620,-0.518221743382,0.613074147468
000621,0,0
000622,-0.588138335723,0.651603941395
000623,-0.516586675632,0.596951157954
000625,-0.525580936017,0.634367518713
000626,-0.576060995859,0.634990203998
000627,-0.54666729755,0.666259816633
000628,-0.552020933274,0.626336509014
000629,-0.51650159424,0.730163745166
000630,-0.522980898057,0.618401181775
000631,-0.573732729045,0.613634711437
000632,-0.535674675477,0.609010581463
000633,-0.562659515714,0.631841726354
000635,-0.507814121275,0.586338828527
000636,-0.525804212829,0.610561553025
000637,-0.530012895429,0.617491426127
000638,-0.517850243316,0.651634976048
000639,-0.538926017979,0.596780988866
000650,-0.574895893539,0.56962289059
000651,-0.478449792878,0.685813900378
000652,-0.509511154316,0.619664846104
000653,0,0
000655,-0.536636004664,0.626739333841
000656,-0.542326657267,0.618654889795
000657,-0.516335658612,0.682796840343
000658,0,0
000659,-0.561269845438,0.609238816455
000660,0,0
000661,-0.549183115201,0.584429827107
000662,-0.553137129009,0.615320619339
000663,-0.522221041339,0.672504547231
000665,-0.54173323328,0.572134683289
000666,-0.53749576615,0.605777407725
000667,-0.530708716871,0.672474728243
000668,-0.632136038012,0.648678003796
000669,-0.519573955686,0.647277501851
000670,-0.540830573838,0.618575723691
000671,-0.555996626999,0.641057513946
000672,-0.520706993817,0.661915738067
000673,-0.604483906906,0.646121426493
000675,0,0
000676,-0.553253720631,0.65053038483
000677,-0.545483432405,0.621334488245
000678,-0.516829386254,0.617036081566
000679,-0.548245530898,0.633267164966
000680,-0.550992653345,0.603442561878
000681,-0.532310621848,0.640883539437
000682,-0.499817527748,0.649089766021
000683,-0.480917731218,0.617520338273
000685,-0.533933628465,0.599202803707
000686,-0.613172169899,0.561004757007
000687,-0.514928317246,0.693304851652
000688,-0.477176271214,0.636444834382
000689,0,0
000690,-0.547136654657,0.64803810595
000691,-0.542087943483,0.654160800636
000692,-0.568958550164,0.607305028751
000693,-0.528983858047,0.692332637102
000695,-0.529103048707,0.681422989898
000697,-0.56049199776,0.635324313558
000698,-0.545612759486,0.620961099423
000699,0,0
000700,-0.573877189934,0.572416301207
000701,-0.510890695737,0.614927586642
000702,-0.522768052632,0.609773466699
000703,-0.554609795493,0.611812070587
000705,-0.549150473194,0.60339442408
000707,-0.517581111492,0.589547119473
000708,-0.479604533848,0.643505295476
000709,-0.502298290849,0.663052109872
000710,-0.486761825313,0.684936434066
000711,-0.475871407959,0.664138926908
000712,-0.553600457285,0.619729126069
000713,-0.577892760503,0.575300371588
000715,-0.550809435108,0.640712228355
000716,-0.54782897429,0.632463592126
000717,-0.604330670971,0.636253808544
000718,-0.53901992422,0.635983645157
000719,-0.512488045351,0.596528368632
000720,-0.587143486291,0.694016473349
000721,-0.534784760341,0.727578723544
000722,-0.518040226549,0.617119340314
000723,-0.542486335925,0.645330076765
000725,-0.527933141102,0.63495523849
000726,-0.500171246663,0.585654936255
000727,-0.55221168252,0.610536664881
000728,-0.593367851028,0.637209997353
000729,-0.600989021855,0.570350899646
000730,0,0
000731,-0.529746792986,0.604606793732
000732,-0.52954258238,0.62636401439
000733,-0.569195090755,0.612141971058
000735,-0.526802806303,0.583335858988
000736,-0.555404589593,0.70056351783
000737,-0.546333608265,0.594132649326
000738,-0.577347471255,0.652548479122
000739,-0.556698863935,0.609819839849
000748,-0.485326765789,0.628777205942
000750,-0.609524068749,0.589373918113
000751,-0.535680499605,0.571598297825
000752,-0.523452635161,0.614426359524
000753,-0.549876922293,0.606701010168
000755,-0.51378808381,0.631341760657
000756,-0.471443433368,0.647905183842
000757,-0.555765176425,0.601896121658
000758,-0.52458450123,0.582688106262
000759,-0.526903104783,0.607204055855
000760,-0.538581929572,0.64519984974
000761,-0.494951201065,0.611795661911
000762,-0.546559504189,0.664755580436
000763,0,0
000765,0,0
000766,-0.511252024415,0.627784498898
000767,-0.56612096442,0.621545505204
000768,-0.575850899824,0.646157631597
000769,0,0
000776,-0.542840176828,0.607972274496
000777,-0.557775419624,0.585258205033
000778,-0.480668398319,0.633681460052
000779,-0.548432233186,0.594795505625
000780,-0.580954335165,0.604461439872
000782,-0.486168936819,0.626524166811
000783,-0.583603158817,0.620451333306
000785,-0.524041718873,0.594262012148
000786,-0.534471083941,0.644974940389
000787,0,0
000788,-0.567947441185,0.576868835519
000789,-0.509207781508,0.587321273069
000790,-0.570253348343,0.614596170442
000791,-0.534665255782,0.641348828202
000792,-0.586061613873,0.595331773554
000793,-0.502282264904,0.578763722207
000795,-0.543140921668,0.601028826239
000796,-0.590913874488,0.609190906622
000797,-0.533422403866,0.701453566313
000798,-0.50848400413,0.605754330523
000799,-0.549444115648,0.643029303592
000800,-0.557108560394,0.616265663012
000801,-0.61182542621,0.609454254621
000802,-0.533538571778,0.67051178107
000803,-0.575202915186,0.594969778284
000805,0,0
000806,-0.547957689995,0.655987097713
000807,-0.51620178306,0.62839155248
000809,-0.568514526574,0.593931164056
000810,-0.542047063742,0.601695593229
000811,-0.530258683887,0.594731460744
000812,-0.52792983922,0.681919805957
000813,-0.537809334078,0.572276774033
000815,-0.537461957176,0.624223689863
000816,-0.563106126208,0.604186691454
000817,0,0
000818,-0.5292448066,0.615981155304
000819,-0.559239958454,0.639435208829
000820,-0.502563932967,0.617382379954
000821,-0.510629067092,0.649706449147
000822,-0.478658304798,0.64548315556
000823,-0.524686664906,0.561578231836
000825,-0.51962814439,0.68208631614
000826,-0.604613675827,0.582354297197
000827,0,0
000828,-0.514437461586,0.632896471345
000829,-0.520541668704,0.606093351167
000830,-0.499692395752,0.609414429888
000831,-0.551533553064,0.599601248335
000832,0,0
000833,-0.542833618584,0.628095223456
000835,-0.564990864893,0.678869228351
000836,-0.537564897394,0.679732386021
000837,-0.532084986125,0.564668512854
000838,-0.573296108536,0.623297037317
000839,-0.528508377241,0.604351952515
000848,-0.539280298212,0.602724472712
000850,-0.569582660265,0.571277782757
000851,-0.516004453735,0.60238576382
000852,-0.574260430134,0.627695208414
000856,-0.534160889493,0.609229678998
000858,-0.511709699907,0.619410831678
000859,-0.535926287032,0.632257405589
000860,-0.502444346829,0.566411351196
000861,-0.565031554241,0.649067015711
000862,-0.618379312178,0.572679143871
000863,-0.506923107213,0.613480613361
000866,0,0
000868,-0.58794558609,0.644101277487
000869,-0.532472724967,0.613727609019
000875,-0.543714411069,0.660420115051
000876,-0.532401113722,0.567229652126
000877,-0.504642102279,0.598106455577
000878,-0.537532736485,0.645481912556
000880,-0.601383863082,0.591963622167
000881,-0.534805884793,0.681541064528
000882,-0.557223537131,0.612842793873
000883,-0.523809640121,0.649500542198
000885,-0.512455575804,0.687134395621
000886,-0.540113355791,0.618712371575
000887,-0.469631089878,0.672827680197
000888,-0.500753359183,0.609381231544
000889,-0.468425239156,0.725532702742
000890,-0.524296817137,0.607303257161
000892,-0.622557276397,0.642174248445
000893,-0.554761867408,0.616639353765
000895,-0.555018485753,0.583495181739
000897,-0.513676545448,0.65442506752
000898,-0.507889457582,0.643001450963
000899,-0.535395598969,0.580548728652
000900,-0.482354836082,0.599794814368
000901,-0.554332193583,0.602980695769
000902,-0.55315768544,0.599622281846
000903,-0.489234495438,0.589557361412
000905,-0.496104020153,0.69515183052
000906,-0.559568458925,0.598444424657
000908,-0.539764505475,0.575879787411
000909,-0.578468345029,0.589008766523
000910,-0.485122605497,0.61939256265
000911,-0.530410691824,0.673461533449
000912,-0.54726818955,0.684120015046
000913,-0.535630147422,0.69585790803
000915,-0.545269190452,0.564844211094
000916,-0.500375469505,0.692706675642
000917,-0.58498314293,0.589972151043
000918,-0.489334161149,0.675267396122
000919,-0.532071799731,0.565419023991
000920,-0.54251323092,0.633160216714
000921,-0.516001703739,0.631266279413
000922,-0.552958703538,0.62651549753
000923,-0.484781323869,0.674303370572
000925,-0.522824364176,0.602811997404
000926,-0.506589559894,0.62374210511
000927,-0.537710322373,0.636812842879
000928,-0.538712747113,0.627994647394
000929,-0.539668443887,0.641491525042
000930,-0.505727316778,0.648548329254
000931,-0.536961950186,0.601340998035
000932,-0.508262657101,0.689511869705
000933,-0.56873677196,0.59908929263
000935,-0.489889322744,0.612886437226
000936,-0.546081828448,0.643205516982
000937,-0.500522135618,0.623110356771
000938,-0.56377412432,0.623816581164
000939,-0.548987611485,0.66870492867
000948,-0.548685951432,0.646789342008
000949,-0.513188686408,0.59921620961
000950,-0.523766160829,0.653940153895
000951,-0.506594465122,0.5823819428
000952,-0.546361033375,0.614136236852
000953,-0.496401602464,0.625607892805
000955,-0.521687029388,0.618114922067
000956,0,0
000957,-0.514717497345,0.64529734017
000958,-0.564264682614,0.638364020828
000959,-0.469810818728,0.71440980437
000960,-0.520466248246,0.637033544269
000961,-0.540930105002,0.660931230892
000962,-0.515458909937,0.605567380777
000963,-0.487858632227,0.586502163584
000965,-0.506770868974,0.670863789421
000966,-0.561477233344,0.62632572818
000967,-0.519984018489,0.622903026992
000968,-0.509819189122,0.71170031695
000969,-0.557159914923,0.579183334761
000970,-0.520283401872,0.587833682366
000971,-0.531243844494,0.660498442123
000972,-0.60304174665,0.603064336152
000973,-0.586883079351,0.649336891016
000975,-0.530646262199,0.603200404031
000976,-0.518668195967,0.731028568022
000977,-0.590606820622,0.549529054311
000978,-0.510837590222,0.611227013493
000979,-0.547377325366,0.613813771997
000980,-0.50758910494,0.65583038444
000981,-0.445267379601,0.697734596429
000982,-0.562646563925,0.607840144004
000983,-0.518975410931,0.6052410189
000985,-0.503052472321,0.616293134196
000987,-0.510852438771,0.659562210579
000988,-0.538865850926,0.574409571184
000989,-0.516467040995,0.607176041455
000990,-0.565605019089,0.623282923447
000993,-0.527546357,0.62770543561
000995,-0.579262241709,0.642183336291
000996,-0.567019465367,0.605661578701
000997,-0.4885957615,0.625111094038
000998,-0.490916666853,0.616725846956
000999,-0.496003785615,0.571564494851
001696,-0.603124621022,0.609041919103
001896,-0.51205013482,0.640373756601
002001,-0.533117993049,0.601148133725
002002,-0.586161156577,0.609883920588
002003,-0.548074552047,0.585393251056
002004,-0.611566048315,0.551055238068
002005,-0.582312036982,0.550483667107
002006,-0.621653032933,0.641013492402
002007,-0.549575266609,0.574501325475
002008,-0.514528478417,0.606362212371
002009,-0.559703170772,0.618737077512
002010,-0.53086694872,0.613729245271
002011,-0.564889797031,0.572762638062
002012,-0.465351882077,0.601056521153
002013,-0.533784411536,0.636455193089
002014,-0.574236219486,0.59178369343
002015,-0.543004850981,0.641618197925
002016,-0.526738893647,0.637974660877
002017,-0.560805546708,0.577326091096
002018,-0.545394110096,0.655517989776
002019,-0.531442536303,0.654547598702
002020,-0.530260766026,0.563606383772
002021,-0.559268040805,0.623859196969
002022,-0.585901757901,0.587793312507
002023,-0.575050929221,0.603506024876
002024,-0.529032163542,0.655480381354
002025,-0.608741441116,0.63345924562
002026,-0.564969773234,0.588963239985
002027,-0.545866459359,0.690065700085
002028,-0.503358078838,0.590595567789
002029,-0.564264545756,0.598444691777
002030,-0.533454587931,0.642919308932
002031,-0.545675058916,0.594612723932
002032,-0.454661566202,0.623872611224
002033,-0.4989797164,0.574773230971
002034,-0.535053273726,0.618052616843
002035,-0.498360890754,0.622550295005
002036,-0.532205365914,0.628725630526
002037,-0.576904063236,0.566222645929
002038,-0.610056731211,0.571484398849
002039,-0.518290282155,0.61359996816
002040,-0.472197828048,0.705176470913
002041,-0.539762865415,0.605031445394
002042,-0.511878349205,0.617507876237
002043,-0.544326108109,0.655694483297
002044,-0.553262977175,0.667991691687
002045,-0.51349915311,0.611712175365
002046,-0.495877891869,0.600962965472
002047,-0.534462169578,0.650636829784
002048,-0.510909877869,0.630420719923
002049,-0.63817076879,0.656123146984
002050,-0.566536997474,0.626056479716
002051,-0.563193631634,0.593079603478
002052,-0.561093588557,0.622639356891
002053,-0.494502460471,0.645785210544
002054,-0.505150391488,0.579888676015
002055,-0.558356630597,0.617093209795
002056,-0.490619927246,0.635374389317
002057,-0.525438349858,0.672988329561
002058,-0.507785160563,0.613808424187
002059,-0.509838828024,0.659049386179
002060,-0.529313778852,0.655994005164
002061,-0.534758905547,0.586040178082
002062,-0.548563619367,0.609546000532
002063,-0.545716031676,0.569213298426
002064,-0.525893684958,0.614622829883
002065,-0.555182233914,0.608429624488
002066,-0.501248337441,0.589294530667
002067,-0.534262976854,0.604878242669
002068,-0.528739470123,0.588394703929
002069,-0.558438565989,0.577841032837
002070,-0.552464156344,0.636749291932
002071,-0.579610244573,0.59525658201
002072,-0.529753852278,0.64827380301
002073,-0.561822971323,0.585729322526
002074,-0.523822109673,0.663498854681
002075,-0.497180616254,0.655190220639
002076,-0.584828782941,0.634543436137
002077,-0.542535691259,0.677954828599
002078,-0.491611270123,0.638498595628
002079,-0.536490162966,0.618729124023
002080,-0.540763300166,0.598250505984
002081,-0.560149861891,0.589853031625
002082,-0.503265412248,0.625953672994
002083,-0.517479839389,0.545275181879
002084,-0.53709116678,0.596697713426
002085,-0.549106932575,0.618606491352
002086,-0.544132989754,0.605403108399
002087,-0.514089895183,0.574715427153
002088,-0.518935768095,0.548490370903
002089,-0.539460975599,0.584971796292
002090,-0.491848493804,0.621093692838
002091,-0.549834471734,0.540586008436
002092,-0.485173704035,0.610684144793
002093,-0.548562530193,0.650126547708
002094,-0.518449316282,0.641194443111
002095,-0.547479784617,0.607390042316
002096,-0.554861084913,0.616787971742
002097,-0.500489838445,0.596357775236
002098,-0.476377801463,0.668539328989
002099,-0.556765841398,0.623178858773
002100,-0.537493334964,0.559382727123
002101,-0.492297468021,0.60228754581
002102,-0.554627555681,0.620453508059
002103,-0.545212051199,0.631520411502
002104,-0.583161502658,0.584232435438
002105,-0.510736608398,0.613214343368
002106,-0.534572543237,0.57715362236
002107,-0.552530412349,0.622769668777
002108,-0.529575344909,0.566132462363
002109,-0.528754224368,0.637506673647
002110,-0.498794953777,0.65820099759
002111,-0.552849628872,0.588303187047
002112,-0.511369470678,0.628669497414
002113,-0.574863624762,0.672119190746
002114,-0.525547880482,0.674751399729
002115,-0.500876291374,0.611208985706
002116,-0.535570494818,0.564175455122
002117,-0.522362363053,0.61512957488
002118,-0.524234444698,0.626737340292
002119,-0.482171991309,0.6577069611
002120,-0.533388453411,0.630004194575
002121,-0.55288778477,0.581219750717
002122,-0.521982670448,0.645808175367
002123,-0.553687851275,0.612326970902
002124,-0.537838025995,0.628117093015
002125,-0.608284434229,0.699992674378
002126,-0.479627434257,0.600528201684
002127,-0.540268172935,0.607070184618
002128,-0.552212485643,0.600759681455
002129,-0.56997894679,0.577059614385
002130,-0.560812911423,0.585978314756
002131,-0.51113561811,0.663310657635
002132,-0.538324796551,0.584949510209
002133,-0.561674084121,0.62664151268
002134,-0.524946336573,0.642645243466
002135,-0.532521124548,0.594462704649
002136,-0.539743855229,0.59188177246
002137,-0.593105046564,0.601035827017
002138,-0.530224937485,0.596617288721
002139,-0.495643613269,0.617566767032
002140,-0.572871276374,0.569295366428
002141,-0.519803569649,0.656091633451
002142,-0.535917432635,0.685026242295
002143,-0.477560801061,0.667702625641
002144,-0.537276711482,0.568183131659
002145,-0.495203458482,0.635964120396
002146,-0.523467744291,0.62423907474
002147,-0.500013807686,0.620878381225
002148,-0.601820355386,0.594985505726
002149,-0.566254141534,0.638323872862
002150,-0.554234658343,0.639577198079
002151,-0.623352918459,0.572381913181
002152,-0.550036195133,0.568787434007
002153,-0.482944555612,0.625359411402
002154,-0.584013743132,0.603713267958
002155,-0.487234034709,0.635415747441
002156,-0.519309565256,0.634980472308
002157,-0.532059010371,0.606205788226
002158,-0.547825400749,0.586295457963
002159,-0.536997491177,0.655297589478
002160,-0.546201826797,0.619875533136
002161,-0.593547225257,0.599589535769
002162,-0.551505013183,0.59821516643
002163,-0.556857470535,0.649436879464
002164,-0.513624929885,0.613532401811
002165,-0.516063697372,0.572871532279
002166,-0.502122499827,0.634402594072
002167,-0.528330011846,0.606603074314
002168,-0.486599416988,0.627675714921
002169,-0.532053765765,0.609732961347
002170,-0.557327897208,0.626695566298
002171,-0.561803693268,0.662711099508
002172,-0.559720604191,0.622923761467
002173,-0.527638587965,0.633547162639
002174,-0.565644396778,0.699080152876
002175,-0.533637784498,0.693886459833
002176,-0.519838714711,0.637342120599
002177,-0.523637973992,0.623971092958
002178,-0.520364939571,0.633347289926
002179,-0.515740970943,0.629041587895
002180,-0.586175236673,0.718271990211
002181,-0.502743060455,0.598815112499
002182,-0.531762585242,0.623584820495
002183,-0.583380987838,0.613990479367
002184,-0.559784218815,0.633262634109
002185,-0.531861653925,0.593770174475
002186,-0.510963001134,0.599662167206
002187,-0.49266320312,0.584914672045
002188,-0.533229657525,0.611730951835
002189,-0.566222483426,0.61114661427
002190,-0.543436248425,0.607202524226
002191,-0.539699561577,0.593697771832
002192,-0.574469583044,0.644816834677
002193,-0.589590789868,0.62500705791
002194,-0.570734762922,0.599735201638
002195,-0.575237280892,0.702691922676
002196,-0.546429135631,0.656514174913
002197,-0.558461512361,0.625499564532
002198,-0.515284081714,0.603085885012
002199,-0.515428248251,0.577280663313
002200,-0.494581386117,0.576321595225
002201,-0.527150692888,0.654386573775
002202,-0.496159692395,0.62812597394
002203,-0.529240282858,0.616768730322
002204,-0.555922424286,0.619085406618
002205,-0.493452115383,0.585771860174
002206,-0.489183193874,0.581424995584
002207,-0.545838937945,0.634473285987
002208,-0.531921397591,0.637352273137
002209,-0.496483388945,0.65335517948
002210,-0.55765912468,0.639875042697
002211,-0.558312220295,0.596033756462
002212,-0.53488712935,0.622377954262
002213,-0.537595427849,0.61001108737
002214,-0.554675063805,0.616040596465
002215,-0.505579831367,0.644653145613
002216,-0.52251715232,0.60115516702
002217,-0.481292226468,0.688256596108
002218,-0.523610669671,0.572009909594
002219,-0.558587328111,0.585909797666
002220,-0.541344968592,0.602049023598
002221,-0.565458490091,0.60697953532
002222,-0.526180957264,0.599107933456
002223,-0.530815908784,0.598777941033
002224,-0.589081763746,0.602726405056
002225,-0.502130976792,0.589253755926
002226,-0.585066018443,0.612133336433
002227,-0.56918740023,0.617022655156
002228,-0.538288106384,0.61993930146
002229,-0.578346279845,0.551514378998
002230,-0.55717616582,0.606108039089
002231,-0.573888713867,0.6169304598
002232,-0.533162362963,0.607368863842
002233,-0.475132920998,0.621634632428
002234,-0.568459272906,0.61946065059
002235,-0.559322132978,0.586195828959
002236,-0.572911507849,0.52513024658
002237,-0.501614019865,0.596435525021
002238,-0.557529359347,0.583512505154
002239,-0.534939547328,0.657672822031
002240,-0.564272487023,0.600132771995
002241,-0.556493663355,0.558449075025
002242,-0.465742980097,0.650274089621
002243,-0.511700932815,0.616636076682
002244,-0.522990437707,0.648288969082
002245,-0.518162384794,0.599182212124
002246,-0.483469988285,0.706198168479
002247,-0.526049125119,0.615905535693
002248,-0.590061875901,0.632079049606
002249,-0.577978686406,0.619411857481
002250,-0.59868781029,0.544002450626
002251,-0.548598764625,0.630324254982
002252,-0.557739423057,0.696777936859
002253,-0.551870802154,0.615692205952
002254,-0.525408266254,0.597172003399
002255,-0.574386366682,0.613661843089
002256,-0.550883266831,0.633790271851
002258,-0.539538470205,0.587416657438
002259,-0.544356197462,0.577513884871
002260,-0.565250611846,0.651944352474
002261,-0.58341084825,0.635731250522
002262,-0.534209776702,0.558684778946
002263,-0.591825382068,0.603605439488
002264,-0.495345413873,0.685357667406
002265,-0.484406853002,0.612452246854
002266,-0.576808579217,0.557143902872
002267,-0.557047045931,0.593842944083
002268,-0.570472205719,0.64092151265
002269,-0.572780262472,0.61112650631
002270,-0.573501542276,0.628197168597
002271,-0.489767033854,0.61845774218
002272,-0.523976378391,0.592524208633
002273,-0.546100966224,0.59452972057
002274,-0.535317711906,0.615678433585
002275,-0.544797711514,0.570744172814
002276,-0.608253364141,0.604385276252
002277,-0.52856164512,0.674706831106
002278,-0.588586071872,0.599594558654
002279,-0.566454900765,0.631396962615
002280,-0.575165671209,0.649910508496
002281,-0.486097985723,0.598119781164
002282,-0.487077484214,0.663069195001
002283,-0.542600273685,0.588639262798
002284,-0.568905397732,0.637110713886
002285,-0.544236386555,0.641687576402
002286,-0.560004509582,0.581259514167
002287,-0.489604475655,0.661401826657
002288,-0.522619010365,0.591410770075
002289,-0.587135065339,0.579525504805
002290,-0.526194252185,0.639762497553
002291,-0.527320472974,0.624620105326
002292,-0.572411006086,0.569314649358
002293,-0.538435960723,0.606783164059
