date,floor_price,opening_price,ceiling_price,volume,closing_price
2015-05-27,17.080,17.080,18.630,14700,18.630
2015-05-28,20.490,20.490,20.490,4200,20.490
2015-05-29,22.540,22.540,22.540,6800,22.540
2015-06-01,24.790,24.790,24.790,4600,24.790
2015-06-02,27.270,27.270,27.270,5500,27.270
2015-06-03,30.000,30.000,30.000,5900,30.000
2015-06-04,33.000,33.000,33.000,17700,33.000
2015-06-05,36.300,36.300,36.300,8200,36.300
2015-06-08,39.930,39.930,39.930,8400,39.930
2015-06-09,43.920,43.920,43.920,48500,43.920
2015-06-10,48.310,48.310,48.310,62050,48.310
2015-06-11,53.140,53.140,53.140,32850,53.140
2015-06-12,58.450,58.450,58.450,36740,58.450
2015-06-15,64.300,64.300,64.300,1098661,64.300
2015-06-16,61.000,64.880,70.730,14523208,70.730
2015-06-17,63.660,63.660,65.830,1687200,63.660
2015-06-18,57.290,57.290,57.290,1602800,57.290
2015-06-19,51.560,51.560,53.850,7138348,51.560
2015-06-23,46.520,49.950,51.990,6918628,49.020
2015-06-24,45.520,50.080,50.750,7881660,47.100
2015-06-25,44.510,46.570,46.580,5492571,45.180
2015-06-26,40.660,44.500,46.590,5475642,40.660
2015-06-29,36.590,41.500,41.800,4109605,36.590
2015-06-30,32.930,34.820,39.820,6497136,38.950
2015-07-01,35.400,36.700,40.550,6062178,35.400
2015-07-02,31.860,34.180,35.660,4087203,31.860
2015-07-03,28.670,30.000,32.770,4219857,29.290
2015-07-06,27.500,32.220,32.220,5504127,30.470
2015-07-07,27.420,29.010,30.300,2810826,27.420
2015-07-08,24.680,24.680,25.400,2174400,24.680
2015-07-13,27.150,27.150,27.150,79569,27.150
2015-07-14,29.870,29.870,29.870,133400,29.870
2015-07-15,29.970,32.860,32.860,10135342,30.080
2015-07-16,27.120,29.000,33.090,7964230,33.070
2015-07-17,33.070,33.510,36.370,6217348,36.370
2015-07-20,34.680,35.800,37.950,6917909,36.020
2015-07-21,34.750,35.390,39.080,6811864,38.980
2015-07-22,36.800,38.400,40.190,6553570,38.210
2015-07-23,37.800,38.770,42.030,7544700,42.030
2015-07-24,40.190,42.130,44.000,9092110,40.610
2015-07-27,36.550,39.400,41.600,5291476,36.550
2015-07-28,32.900,33.260,37.840,4876360,33.600
2015-07-29,33.000,34.800,36.960,4648272,36.960
