date,floor_price,opening_price,ceiling_price,volume,closing_price
2014-10-10,9.840,9.840,10.940,41001,10.940
2014-10-13,12.030,12.030,12.030,15400,12.030
2014-10-14,13.230,13.230,13.230,6249,13.230
2014-10-15,14.550,14.550,14.550,12250,14.550
2014-10-16,16.010,16.010,16.010,38400,16.010
2014-10-17,17.610,17.610,17.610,133902,17.610
2014-10-20,19.370,19.370,19.370,212139,19.370
2014-10-21,21.310,21.310,21.310,334045,21.310
2014-10-22,23.440,23.440,23.440,398975,23.440
2014-10-23,25.780,25.780,25.780,3820525,25.780
2014-10-24,27.020,27.070,28.360,6293588,28.360
2014-10-27,26.720,29.000,29.300,10802318,26.750
2014-10-28,26.950,26.950,29.430,7509675,29.430
2014-10-29,30.100,31.000,31.540,9974456,30.820
2014-10-30,30.250,30.250,33.660,7872642,31.640
2014-10-31,31.000,31.350,34.800,7462577,34.800
2014-11-03,34.500,34.870,38.280,6431629,38.280
2014-11-04,37.160,39.000,42.110,10308378,37.210
2014-11-05,36.090,36.090,39.300,5953817,38.200
2014-11-06,36.500,37.000,41.170,6592306,40.300
2014-11-07,39.100,39.950,43.000,6831798,39.700
2014-11-10,39.010,39.310,41.270,4554754,40.100
2014-11-11,37.910,40.000,40.590,4962207,39.930
2014-11-12,38.800,39.900,41.790,6312070,41.180
2014-11-13,39.030,40.010,40.980,3856492,39.030
2014-11-14,35.130,38.770,39.880,4210080,35.140
2014-11-17,34.100,34.100,36.150,2210004,35.270
2014-11-18,35.510,35.650,36.440,1611253,35.910
2014-11-19,34.900,35.490,36.070,1753669,35.650
2014-11-20,35.310,35.500,36.690,2308064,36.600
2014-11-21,36.230,36.300,37.510,2196930,36.570
2014-11-24,36.180,36.850,37.420,2018474,36.660
2014-11-25,34.550,36.680,36.970,2630570,35.330
2014-11-26,35.350,35.600,36.260,1383948,35.900
2014-11-27,36.420,36.550,38.690,3730303,38.380
2014-11-28,38.500,38.500,40.500,4259697,39.150
2014-12-01,37.790,39.150,40.240,3211625,38.780
2014-12-02,39.100,39.100,42.660,2745575,42.660
2014-12-03,44.700,46.100,46.930,9213842,46.930
2014-12-04,44.200,45.120,46.360,6763966,45.300
2014-12-05,40.770,43.890,44.490,6288257,40.770
2014-12-08,38.700,39.400,40.760,3440884,38.710
2014-12-09,35.540,38.150,38.880,3508451,35.600
2014-12-10,35.000,35.610,37.490,2319332,36.600
2014-12-11,35.910,36.000,38.240,2189208,36.820
2014-12-12,36.980,37.200,38.140,1412727,37.560
2014-12-15,37.300,37.560,38.960,1803435,38.240
2014-12-16,36.860,38.000,38.480,1354123,37.260
2014-12-17,36.050,36.980,36.980,1231938,36.300
2014-12-18,35.530,35.900,37.150,1082411,35.530
2014-12-19,34.500,35.500,36.000,1638855,34.830
2014-12-22,31.350,33.500,34.330,1545756,31.350
2014-12-23,29.840,29.850,32.970,1487829,30.860
2014-12-24,31.000,31.350,32.880,1496706,32.690
2014-12-25,31.650,32.500,32.930,1250430,32.400
2014-12-26,31.910,32.000,32.670,780892,32.010
2014-12-29,30.010,31.060,31.980,968319,30.380
2014-12-30,29.710,30.200,30.690,715314,30.090
2014-12-31,29.450,30.200,33.000,1710145,32.170
2015-01-05,29.900,31.000,32.120,1320978,30.650
2015-01-06,30.030,30.100,31.980,1210713,31.900
2015-01-07,31.030,31.450,31.900,707960,31.320
2015-01-08,31.000,31.390,32.350,1119368,31.350
2015-01-09,30.660,31.070,31.780,999626,30.870
2015-01-12,29.400,30.600,30.600,857397,29.500
2015-01-13,29.010,29.480,30.550,889667,30.300
2015-01-14,29.400,30.150,30.550,872042,29.860
2015-01-15,29.670,29.950,30.690,713284,30.000
2015-01-16,29.850,29.850,30.930,907042,30.570
2015-01-19,29.950,30.000,32.980,1887180,31.510
2015-01-20,31.260,31.320,33.580,2469594,33.560
2015-01-21,32.940,33.260,33.990,1840472,33.200
2015-01-22,32.870,33.200,34.300,1493305,33.950
2015-01-23,33.220,33.900,34.000,1295137,33.280
2015-01-26,32.980,33.020,33.680,686829,33.440
2015-01-27,32.480,33.550,33.580,915302,32.900
2015-01-28,32.580,32.850,33.170,850321,32.580
2015-01-29,31.760,32.320,32.780,750172,31.780
2015-01-30,31.090,31.750,31.990,552781,31.170
2015-02-02,30.300,30.690,31.330,442030,30.790
2015-02-03,30.400,31.390,31.960,564440,31.620
2015-02-04,31.570,31.730,32.220,543886,31.850
2015-02-05,31.210,32.150,32.470,630619,31.210
2015-02-06,29.900,31.210,31.500,763911,29.980
2015-02-09,29.400,30.070,30.300,373810,29.510
2015-02-10,29.100,29.950,29.970,416379,29.870
2015-02-11,29.400,29.800,30.650,471242,30.270
2015-02-12,30.200,30.490,30.670,371548,30.440
2015-02-13,30.330,30.330,31.490,588315,31.430
